Unnamed: 0,id,contexts,question,ground_truth,label,source_ds,answer,retrieved_documents
5762,halueval-1862,"The team is currently captained by Kumar Sangakkara and coached by Mickey Arthur a former South African cricketer. It is owned by Salman Iqbal, the CEO of ARY Group.Salman Iqbal (Urdu: â€Ž ) is a Pakistani media mogul.","Who is the coach of the Karachi kings, owned by Salman Iqbal?",coached by Mickey Arthur,PASS,halueval, Mickey Arthur,"[{'content': 'The team is currently captained by Kumar Sangakkara and coached by Mickey Arthur a former South African cricketer. It is owned by Salman Iqbal, the CEO of ARY Group.Salman Iqbal (Urdu: â€Ž ) is a Pakistani media mogul.', 'score': 6.0703125, 'rank': 1, 'document_id': '866953a1-77c3-423e-9a0e-92be6c02c24b', 'passage_id': 0}]"
5764,halueval-1864,"Customs and etiquette in Chinese dining are the traditional behaviors observed while eating in Greater China.The Han Chinese, Han people or simply Han ( ; ] ; Han characters: æ¼¢äºº (Mandarin pinyin: ""HÃ nrÃ©n""; literally ""Han people"") or æ¼¢æ— (pinyin: ""HÃ nzÃº""; literally ""Han ethnicity"" or ""Han ethnic group"")) are an East Asian ethnic group. They constitute approximately 92% of the population of China, 95% of Taiwan (Han Taiwanese), 76% of Singapore, 23% of Malaysia and about 17% of the global population, making them the world's largest ethnic group with over 1.3 billion people.",What is the name of the world's largest people group whose customs and etiquette are the traditioanl behaivors observed while eating in Greater China?,The Han Chinese,PASS,halueval, Han Chinese,"[{'content': 'Customs and etiquette in Chinese dining are the traditional behaviors observed while eating in Greater China.The Han Chinese, Han people or simply Han ( ; ] ; Han characters: æ¼¢äºº (Mandarin pinyin: ""HÃ\xa0nrÃ©n""; literally ""Han people"") or æ¼¢æ—\x8f (pinyin: ""HÃ\xa0nzÃº""; literally ""Han ethnicity"" or ""Han ethnic group"")) are an East Asian ethnic group. They constitute approximately 92% of the population of China, 95% of Taiwan (Han Taiwanese), 76% of Singapore, 23% of Malaysia and about 17% of the global population, making them the world\'s largest ethnic group with over 1.3 billion people.', 'score': 2.189453125, 'rank': 1, 'document_id': 'd8a3be91-f74e-4530-b63c-26c15a3e83c7', 'passage_id': 0}]"
5765,halueval-1865," In 1988 he received the Albert Londres Prize for his articles on Northern Ireland and the Klaus Barbie trial.Nikolaus ""Klaus"" Barbie (26 October 1913 â€“ 23 September 1991) was an SS and Gestapo functionary during the Nazi era.",In what year was the person whose trial Sorj Chalandon won the Albert Londres Prize for his articles about born? ,1913,PASS,halueval,1913,"[{'content': 'In 1988 he received the Albert Londres Prize for his articles on Northern Ireland and the Klaus Barbie trial.Nikolaus ""Klaus"" Barbie (26 October 1913 â€“ 23 September 1991) was an SS and Gestapo functionary during the Nazi era.', 'score': 3.58203125, 'rank': 1, 'document_id': '8e0da8a6-6ebd-4f8c-9bdb-e2339e1ba289', 'passage_id': 0}]"
5766,halueval-1866," line by Tom, was supplied by (uncredited) Red Coffee; Coffee's rendition of Quacker's voice was mostly an impersonation of Disney's Donald Duck as performed by Clarence Nash.Clarence Charles ""Ducky"" Nash (December 7, 1904 â€“ February 20, 1985) was an American voice actor. He is best known for the Disney cartoon character Donald Duck, whose distinctive voice he provided for 50 years, also known as the voice of Daisy Duck in 1940. He was born in the rural community of Watonga, Oklahoma, and a street in that town is named in his honor.",Where was the creator of the duck who was impersonated in Little Quacker born?,"Watonga, Oklahoma",PASS,halueval," Watonga, Oklahoma","[{'content': 'line by Tom, was supplied by (uncredited) Red Coffee; Coffee\'s rendition of Quacker\'s voice was mostly an impersonation of Disney\'s Donald Duck as performed by Clarence Nash.Clarence Charles ""Ducky"" Nash (December 7, 1904 â€“ February 20, 1985) was an American voice actor. He is best known for the Disney cartoon character Donald Duck, whose distinctive voice he provided for 50 years, also known as the voice of Daisy Duck in 1940. He was born in the rural community of Watonga, Oklahoma, and a street in that town is named in his honor.', 'score': 5.68359375, 'rank': 1, 'document_id': '65d6faa6-7632-408a-a256-cde85729de79', 'passage_id': 0}]"
5767,halueval-1867," He is the brother of comedian Norm Macdonald. Comedy Central named him #83 on the five-part miniseries ""100 Greatest Stand-ups of All Time"" .","What network named Norm Macdonald, the brother of Neil Macdonald, one of the 100 Greatest Stand-ups of All Time?","Comedy Central named him #83 on the five-part miniseries ""100 Greatest Stand-ups of All Time"" .",PASS,halueval, Comedy Central,"[{'content': 'He is the brother of comedian Norm Macdonald. Comedy Central named him #83 on the five-part miniseries ""100 Greatest Stand-ups of All Time"" .', 'score': 5.171875, 'rank': 1, 'document_id': '60b40893-b25d-4d9c-b0cf-b5485177c4fe', 'passage_id': 0}]"
5768,halueval-1868,"The 2012 ""Billboard"" Music Awards is a music award ceremony that was held on May 20, 2012 at the MGM Grand Garden Arena in Las Vegas, Nevada.The MGM Grand Garden Arena (originally known as the MGM Grand Garden Special Events Center) is a multi-purpose arena located within the MGM Grand Las Vegas on the Las Vegas Strip.","What multi-purpose arena located within the MGM Grand Las Vegas on the Las Vegas Strip was the 2012 ""Billboard"" Music Awards held?",MGM Grand Garden Arena,PASS,halueval," The 2012 ""Billboard"" Music Awards were held at the MGM Grand Garden Arena.","[{'content': 'The 2012 ""Billboard"" Music Awards is a music award ceremony that was held on May 20, 2012 at the MGM Grand Garden Arena in Las Vegas, Nevada.The MGM Grand Garden Arena (originally known as the MGM Grand Garden Special Events Center) is a multi-purpose arena located within the MGM Grand Las Vegas on the Las Vegas Strip.', 'score': 2.875, 'rank': 1, 'document_id': 'c405e439-3b62-4279-ba6c-f672df1bb835', 'passage_id': 0}]"
5769,halueval-1869," As a child, he was featured on Entertainment Tonight, Maury Povich, The Jon Stewart Show, CNN, The New York Post, Premiere Magazine, The Los Angeles Times and numerous radio programs about his experiences collecting autographs from celebrities including Princess Diana, Mother Teresa, Brad Pitt, Frank Sinatra and over 1,000 notables.William Bradley Pitt (born December 18, 1963) is an American actor and producer.","What American actor and producer, born 1963, did Blake LeVine collect an autograph from?",Brad Pitt,PASS,halueval, William Bradley Pitt,"[{'content': 'As a child, he was featured on Entertainment Tonight, Maury Povich, The Jon Stewart Show, CNN, The New York Post, Premiere Magazine, The Los Angeles Times and numerous radio programs about his experiences collecting autographs from celebrities including Princess Diana, Mother Teresa, Brad Pitt, Frank Sinatra and over 1,000 notables.William Bradley Pitt (born December 18, 1963) is an American actor and producer.', 'score': -0.0209808349609375, 'rank': 1, 'document_id': '5d88bae6-e3c8-470b-abcd-22c51a38ad54', 'passage_id': 0}]"
5772,halueval-1872," The MCG is within walking distance of the city centre and is served by the Richmond railway station, Richmond, and the Jolimont railway station, East Melbourne. Today it comprises the two oldest areas of Melbourne; the Hoddle Grid and Queen Victoria Market, as well as sections of the redeveloped areas of Docklands and Southbank/South Wharf.",City Centre and Melbourne City Centre is near what market?,Queen Victoria Market,PASS,halueval, The Queen Victoria Market is near the Melbourne City Centre.,"[{'content': 'The MCG is within walking distance of the city centre and is served by the Richmond railway station, Richmond, and the Jolimont railway station, East Melbourne. Today it comprises the two oldest areas of Melbourne; the Hoddle Grid and Queen Victoria Market, as well as sections of the redeveloped areas of Docklands and Southbank/South Wharf.', 'score': 2.7890625, 'rank': 1, 'document_id': '6232db17-602b-4374-b80b-8b0c0a0409a7', 'passage_id': 0}]"
5774,halueval-1874,"Cincinnati Bearcats baseball is the varsity intercollegiate team representing the University of Cincinnati in the sport of college baseball at the Division I level of the National Collegiate Athletic Association (NCAA). Some notable alumni include Hall of Famers Sandy Koufax and Miller Huggins, All-Star and World Series Champion Kevin Youkilis, and All-Star Josh Harrison.Sanford Koufax ( ; born Sanford Braun; December 30, 1935) is a former American Major League Baseball (MLB) left-handed pitcher.","Cincinnati Bearcats baseball, the varsity intercollegiate team representing the University of Cincinnati in the sport of college baseball, includes notable alumnus Sandy Koufax, who played what posiiton?",pitcher,PASS,halueval, Pitcher,"[{'content': 'Cincinnati Bearcats baseball is the varsity intercollegiate team representing the University of Cincinnati in the sport of college baseball at the Division I level of the National Collegiate Athletic Association (NCAA). Some notable alumni include Hall of Famers Sandy Koufax and Miller Huggins, All-Star and World Series Champion Kevin Youkilis, and All-Star Josh Harrison.Sanford Koufax ( ; born Sanford Braun; December 30, 1935) is a former American Major League Baseball (MLB) left-handed pitcher.', 'score': 4.46484375, 'rank': 1, 'document_id': 'f6559de2-cdbb-4da2-af61-f9c7bda67630', 'passage_id': 0}]"
5777,halueval-1877,"The Alexander III Commemorative egg is a jewelled enameled Easter egg made under the supervision of the Russian jeweller Peter Carl FabergÃ© in 1909, for Nicholas II of Russia, who presented it to his mother, the Dowager Empress Maria Feodorovna.Maria Feodorovna (26 November 1847 â€“ 13 October 1928), born Princess Dagmar of Denmark, was a Danish princess and Empress of Russia as spouse of Emperor Alexander III (reigned 1881â€“1894).",Who was Nicholas II of Russia's father?,Emperor Alexander III,PASS,halueval, Alexander III of Russia,"[{'content': 'The Alexander III Commemorative egg is a jewelled enameled Easter egg made under the supervision of the Russian jeweller Peter Carl FabergÃ© in 1909, for Nicholas II of Russia, who presented it to his mother, the Dowager Empress Maria Feodorovna.Maria Feodorovna (26 November 1847 â€“ 13 October 1928), born Princess Dagmar of Denmark, was a Danish princess and Empress of Russia as spouse of Emperor Alexander III (reigned 1881â€“1894).', 'score': 1.9326171875, 'rank': 1, 'document_id': 'fca77257-4461-4cd4-aa3b-e8d6f400c3ef', 'passage_id': 0}]"
