Unnamed: 0,id,contexts,question,ground_truth,label,source_ds,answer,retrieved_documents
9358,halueval-5458,"Donnington Bridge Road is a road in south Oxford, England, in the estate of Donnington. With an estimated 2015 population of 168,270, it is the 52nd largest city in the United Kingdom, and one of the fastest growing and most ethnically diverse.",Oxford is the 52nd largest city where?,United Kingdom,PASS,halueval, In the United Kingdom,"[{'content': 'Donnington Bridge Road is a road in south Oxford, England, in the estate of Donnington. With an estimated 2015 population of 168,270, it is the 52nd largest city in the United Kingdom, and one of the fastest growing and most ethnically diverse.', 'score': 3.267578125, 'rank': 1, 'document_id': '66794feb-3dd9-4d6f-a563-c65d579d4c5f', 'passage_id': 0}]"
9359,halueval-5459,"Stiv Bators (born Steven John Bator; October 22, 1949 â€“ June 4, 1990) was an American punk rock vocalist and guitarist from Girard, Ohio.Graham McPherson (born 13 January 1961), known by the stage name Suggs, is an English singer-songwriter, musician, radio personality and actor.","Who was born first, Stiv Bators, or Suggs? ",Stiv Bators,PASS,halueval," Stiv Bators (October 22, 1949) was born before Suggs (January 13, 1961).","[{'content': 'Stiv Bators (born Steven John Bator; October 22, 1949 â€“ June 4, 1990) was an American punk rock vocalist and guitarist from Girard, Ohio.Graham McPherson (born 13 January 1961), known by the stage name Suggs, is an English singer-songwriter, musician, radio personality and actor.', 'score': 4.125, 'rank': 1, 'document_id': 'db0b113b-2e73-4ff1-a796-05e905821476', 'passage_id': 0}]"
9361,halueval-5461,"A stressed member engine is a vehicle engine used as an active structural element of the chassis to transmit forces and torques, rather than being passively contained by the chassis with anti-vibration mounts. Automotive engineers use the method for weight reduction and mass centralization in vehicles. Applications are found in several vehicles where mass reduction is critical for performance reasons, usually after several iterations of conventional frame/chassis designs have been employed.Automobile Engineering is a branch study of engineering which teaches manufacturing, designing, mechanical mechanisms as well operations of automobiles.","A stressed member engine, is a vehicle engine used as an active structural element of the chassis to transmit forces and torques, rather than being passively contained by the chassis with anti-vibration mounts, Automotive engineers use the method for what particular purpose in vehicles, Automobile Engineering is a branch study of engineering which teaches manufacturing, designing, mechanical mechanisms as well operations of automobiles?",weight reduction and mass centralization,PASS,halueval,"1. A stressed member engine is used for weight reduction and mass centralization in vehicles.
   2. Automobile Engineering is a branch of engineering that teaches manufacturing, designing, mechanical mechanisms, and operations of automobiles.","[{'content': 'A stressed member engine is a vehicle engine used as an active structural element of the chassis to transmit forces and torques, rather than being passively contained by the chassis with anti-vibration mounts. Automotive engineers use the method for weight reduction and mass centralization in vehicles. Applications are found in several vehicles where mass reduction is critical for performance reasons, usually after several iterations of conventional frame/chassis designs have been employed.Automobile Engineering is a branch study of engineering which teaches manufacturing, designing, mechanical mechanisms as well operations of automobiles.', 'score': 4.41015625, 'rank': 1, 'document_id': 'e8f79d8b-b1eb-4f1d-9266-250d0cd7ad4a', 'passage_id': 0}]"
9362,halueval-5462,"Gangwon State University (Hangul: ê°•ì›ë„ë¦½ëŒ€í•™ ) is a public college in Gangneung City, Gangwon Province, South Korea.South Korea, officially the Republic of Korea (abbreviated ROK), is a sovereign state in East Asia, constituting the southern part of the Korean Peninsula.","Gangwon State University, is a public college in Gangneung City, Gangwon Province, is which sovereign state in East Asia, constituting the southern part of the Korean Peninsula?",Republic of Korea,PASS,halueval, South Korea,"[{'content': 'Gangwon State University (Hangul: ê°•ì›\x90ë\x8f„ë¦½ëŒ€í•™ ) is a public college in Gangneung City, Gangwon Province, South Korea.South Korea, officially the Republic of Korea (abbreviated ROK), is a sovereign state in East Asia, constituting the southern part of the Korean Peninsula.', 'score': 5.71484375, 'rank': 1, 'document_id': '198c2ac4-73a3-42dd-a9ed-fd213e2c04a4', 'passage_id': 0}]"
9363,halueval-5463,"The Psychiatric Institute of Washington (PIW) is an acute (104 bed) psychiatric hospital in Washington, D.C. Opened in 1967, PIW is a short-term, private hospital.St. Elizabeths Hospital opened in 1855 as the first federally operated psychiatric hospital in the United States. Housing over 8,000 patients at its peak in the 1950s, the hospital at one point had a fully functioning medical-surgical unit, a school of nursing, and accredited internships and psychiatric residencies.","Which hospital can house more patients,  St. Elizabeths Hospital or the Psychiatric Institute of Washington?",St. Elizabeths Hospital,PASS,halueval, St. Elizabeths Hospital can house more patients than the Psychiatric Institute of Washington.,"[{'content': 'The Psychiatric Institute of Washington (PIW) is an acute (104 bed) psychiatric hospital in Washington, D.C. Opened in 1967, PIW is a short-term, private hospital.St. Elizabeths Hospital opened in 1855 as the first federally operated psychiatric hospital in the United States. Housing over 8,000 patients at its peak in the 1950s, the hospital at one point had a fully functioning medical-surgical unit, a school of nursing, and accredited internships and psychiatric residencies.', 'score': 2.248046875, 'rank': 1, 'document_id': 'b0b013e9-cb61-4181-9058-201c746d64a7', 'passage_id': 0}]"
9365,halueval-5465,"""Smile"" is the second episode of the tenth series of the British science fiction television series ""Doctor Who"". It is written by Frank Cottrell-Boyce and was broadcast on 22 April 2017 on BBC One.Cottrell-Boyce has won two major British awards for children's books, the 2004 Carnegie Medal for ""Millions"", which originated as a film script, and the 2012 Guardian Prize for ""The Unforgotten Coat"", which was commissioned by a charity.","What British science fiction television series had it's episode entitled ""Smile"" written by the winner of the 2012 Guardian Prize for ""The Unforgotten Coat""?",Doctor Who,PASS,halueval, Doctor Who,"[{'content': '""Smile"" is the second episode of the tenth series of the British science fiction television series ""Doctor Who"". It is written by Frank Cottrell-Boyce and was broadcast on 22 April 2017 on BBC One.Cottrell-Boyce has won two major British awards for children\'s books, the 2004 Carnegie Medal for ""Millions"", which originated as a film script, and the 2012 Guardian Prize for ""The Unforgotten Coat"", which was commissioned by a charity.', 'score': 4.8671875, 'rank': 1, 'document_id': 'cd8c20c4-a147-4ec9-8e31-c509296e984f', 'passage_id': 0}]"
9366,halueval-5466," He is best known for his work on the ""James Bond"" film series (at least ""Casino Royale"", ""Moonraker"", ""Octopussy"", ""A View to a Kill"" and ""Die Another Day""), all the ""Harry Potter"" film series (2001-2011), ""A Bridge Too Far"" (1977) and ""Aliens"" (1986). It was produced by Joseph E. Levine and Richard P. Levine and directed by Richard Attenborough.",Who produced the 1977 film John Richardson was in?,Joseph E. Levine,PASS,halueval," The 1977 film John Richardson was in, ""A Bridge Too Far"", was produced by Joseph E. Levine and Richard P. Levine.","[{'content': 'He is best known for his work on the ""James Bond"" film series (at least ""Casino Royale"", ""Moonraker"", ""Octopussy"", ""A View to a Kill"" and ""Die Another Day""), all the ""Harry Potter"" film series (2001-2011), ""A Bridge Too Far"" (1977) and ""Aliens"" (1986). It was produced by Joseph E. Levine and Richard P. Levine and directed by Richard Attenborough.', 'score': 1.9658203125, 'rank': 1, 'document_id': '229c0ab7-ee91-47be-bfba-3e97dece7682', 'passage_id': 0}]"
9367,halueval-5467,"Dacrydium is a genus of conifers belonging to the podocarp family Podocarpaceae. Sixteen species of evergreen dioecious trees and shrubs are presently recognized. The revisions of de Laubenfels and Quinn (see references), reclassified the former section A as the new genus ""Falcatifolium"", divided Section C into new genera ""Lepidothamnus, Lagarostrobos"" and ""Halocarpus"", and retained Section B as genus ""Dacrydium"".Araiostegia is a genus of twelve epiphytic or terrestrial ferns from tropical Asia belonging to the hares-foot fern family.","Which genus contains more species, Dacrydium or Araiostegia?",Dacrydium,PASS,halueval, Araiostegia contains more species.,"[{'content': 'Dacrydium is a genus of conifers belonging to the podocarp family Podocarpaceae. Sixteen species of evergreen dioecious trees and shrubs are presently recognized. The revisions of de Laubenfels and Quinn (see references), reclassified the former section A as the new genus ""Falcatifolium"", divided Section C into new genera ""Lepidothamnus, Lagarostrobos"" and ""Halocarpus"", and retained Section B as genus ""Dacrydium"".Araiostegia is a genus of twelve epiphytic or terrestrial ferns from tropical Asia belonging to the hares-foot fern family.', 'score': 5.8828125, 'rank': 1, 'document_id': 'd26acb85-0c6e-41b6-b96b-b7032d444cea', 'passage_id': 0}]"
9370,halueval-5470," Along with friends Ronald Weasley and Hermione Granger, Harry investigates Sirius Black, an escaped prisoner from Azkaban who they believe is one of Lord Voldemort's old allies. After Harry and Ron save her from a mountain troll in the girls' toilets, she becomes best friends with them and often uses her quick wit, deft recall, and encyclopaedic knowledge to help them.",Which character in Harry Potter and the Prisoner of Azkaban helped Harry rescue Hermione Granger from a troll?,Ronald Weasley,PASS,halueval, Ronald Weasley,"[{'content': ""Along with friends Ronald Weasley and Hermione Granger, Harry investigates Sirius Black, an escaped prisoner from Azkaban who they believe is one of Lord Voldemort's old allies. After Harry and Ron save her from a mountain troll in the girls' toilets, she becomes best friends with them and often uses her quick wit, deft recall, and encyclopaedic knowledge to help them."", 'score': 4.91015625, 'rank': 1, 'document_id': '53ab4902-0f3a-43a9-881c-4c0fe2f53450', 'passage_id': 0}]"
9371,halueval-5471," It appeared in Lovecraft's short story ""The Colour Out of Space"" (1927).Howard Phillips Lovecraft ( ; August 20, 1890 â€“ March 15, 1937) was an American author who achieved posthumous fame through his influential works of horror fiction. Among his most celebrated tales are ""The Call of Cthulhu"" and ""The Shadow over Innsmouth"", both canonical to the Cthulhu Mythos.","Which American author wrote ""The Colour Out of Space"" and ""The Call of Cthulhu""?",Howard Phillips Lovecraft,PASS,halueval, Howard Phillips Lovecraft,"[{'content': 'It appeared in Lovecraft\'s short story ""The Colour Out of Space"" (1927).Howard Phillips Lovecraft ( ; August 20, 1890 â€“ March 15, 1937) was an American author who achieved posthumous fame through his influential works of horror fiction. Among his most celebrated tales are ""The Call of Cthulhu"" and ""The Shadow over Innsmouth"", both canonical to the Cthulhu Mythos.', 'score': 3.197265625, 'rank': 1, 'document_id': '36b644dc-548f-4b89-b4f5-6bc0fe03fbca', 'passage_id': 0}]"
