Unnamed: 0,id,contexts,question,ground_truth,label,source_ds,answer,retrieved_documents
12957,halueval-9057," The season was cut short by the infamous 1994 player's strike, which wiped out any postseason aspirations for their first postseason appearance since losing the 1981 World Series and that their star player and captain, Don Mattingly, had. Nicknamed ""The Hit Man"" and ""Donnie Baseball"", he spent his entire 14-year career playing with the New York Yankees and later managed the Los Angeles Dodgers for five years.","What ended ""Donnie Baseball""'s aspirations for a 1994 World Series?",player's strike,PASS,halueval, The 1994 player's strike ended Donnie Baseball's aspirations for the 1994 World Series.,"[{'content': 'The season was cut short by the infamous 1994 player\'s strike, which wiped out any postseason aspirations for their first postseason appearance since losing the 1981 World Series and that their star player and captain, Don Mattingly, had. Nicknamed ""The Hit Man"" and ""Donnie Baseball"", he spent his entire 14-year career playing with the New York Yankees and later managed the Los Angeles Dodgers for five years.', 'score': 6.90234375, 'rank': 1, 'document_id': '4640daef-9447-408e-9552-a15c99d964c0', 'passage_id': 0}]"
12959,halueval-9059," It guest stars Tony Danza as himself portraying Joe Swanson, Valerie Bertinelli as herself portraying Bonnie Swanson, and Alex Rocco as Bea Arthur portraying Peter Griffin. Often cast as a villain, he is best known for his portrayal of Moe Greene in ""The Godfather"" and his Primetime Emmy Award for Supporting Actor in a Comedy for ""The Famous Teddy Z"".",What character on family guy did the actor who played Moe Greene in The Godfather provide his voice for?,Bea Arthur,PASS,halueval, Peter Griffin,"[{'content': 'It guest stars Tony Danza as himself portraying Joe Swanson, Valerie Bertinelli as herself portraying Bonnie Swanson, and Alex Rocco as Bea Arthur portraying Peter Griffin. Often cast as a villain, he is best known for his portrayal of Moe Greene in ""The Godfather"" and his Primetime Emmy Award for Supporting Actor in a Comedy for ""The Famous Teddy Z"".', 'score': 0.84033203125, 'rank': 1, 'document_id': 'fe69ea63-35cd-40dd-ad06-14a77dcbcf63', 'passage_id': 0}]"
12962,halueval-9062,"Georgia Clay is the seventh studio album by American singer Josh Kelley. His songs ""Amazing"" and ""Only You"" made top ten on that chart.","What is the name of the seventh studio album that was made by the creator of ""Amazing"" and ""Only You""?",Georgia Clay,PASS,halueval, Georgia Clay,"[{'content': 'Georgia Clay is the seventh studio album by American singer Josh Kelley. His songs ""Amazing"" and ""Only You"" made top ten on that chart.', 'score': 4.22265625, 'rank': 1, 'document_id': '04ce6607-4c02-481c-9fb6-f92cab122317', 'passage_id': 0}]"
12963,halueval-9063,"Intermetrics, Inc. was a software company founded in Cambridge, Massachusetts in 1969 by several veterans of M.I.T.'s Instrumentation Laboratory who had worked on the software for NASA's Apollo Program including the Apollo Guidance Computer.Draper is an American not-for-profit research and development organization, headquartered in Cambridge, Massachusetts; its official name is ""The Charles Stark Draper Laboratory, Inc"".","Which not-for-profit laboratory is based in the same city as the aerospace focused software company, Intermetrics?",Intermetrics,PASS,halueval," The Charles Stark Draper Laboratory, Inc.","[{'content': 'Intermetrics, Inc. was a software company founded in Cambridge, Massachusetts in 1969 by several veterans of M.I.T.\'s Instrumentation Laboratory who had worked on the software for NASA\'s Apollo Program including the Apollo Guidance Computer.Draper is an American not-for-profit research and development organization, headquartered in Cambridge, Massachusetts; its official name is ""The Charles Stark Draper Laboratory, Inc"".', 'score': 1.8076171875, 'rank': 1, 'document_id': 'da4412c2-c11e-42fb-9102-ecc6ee8afc28', 'passage_id': 0}]"
12966,halueval-9066,"Nicholas James Fradiani IV (born November 15, 1985) is an American singer from Guilford, Connecticut. He rose to regional attention as the lead singer of pop/rock band Beach Avenue when they won the Battle of the Bands at Mohegan Sun in 2011. It is also where the studio of WMOS is located.",In what year was the lead singer of the band that won the 2011 Battle of the Bands at the casino where the studio of WMOS is located born?,1985,PASS,halueval,1985,"[{'content': 'Nicholas James Fradiani IV (born November 15, 1985) is an American singer from Guilford, Connecticut. He rose to regional attention as the lead singer of pop/rock band Beach Avenue when they won the Battle of the Bands at Mohegan Sun in 2011. It is also where the studio of WMOS is located.', 'score': 2.44140625, 'rank': 1, 'document_id': '71099c24-ad75-4dd2-a06a-03ee33e36f02', 'passage_id': 0}]"
12969,halueval-9069,"""Imperfect Circles"" is the seventh episode of the first season of the CBS drama ""Under the Dome."" The series was developed by Brian K. Vaughan and based on the novel of the same name by Stephen King.",Imperfect Circles is an episode of the drama that was developed by whom?,Brian K. Vaughan,PASS,halueval, Brian K. Vaughan,"[{'content': '""Imperfect Circles"" is the seventh episode of the first season of the CBS drama ""Under the Dome."" The series was developed by Brian K. Vaughan and based on the novel of the same name by Stephen King.', 'score': 3.79296875, 'rank': 1, 'document_id': 'e3f24537-83e4-41a0-a5ca-ef20ea071718', 'passage_id': 0}]"
12975,halueval-9075,"John Harrison Surratt, Jr. (April 13, 1844 â€“ April 21, 1916) was accused of plotting with John Wilkes Booth to kidnap US President Abraham Lincoln and suspected of involvement in the Abraham Lincoln assassination.Abraham Lincoln ( ; February 12, 1809 â€“ April 15, 1865) was an American politician and lawyer who served as the 16th President of the United States from March 1861 until his assassination in April 1865.",John Surratt was suspected in involvement of the assassination of what president who was killed in April 1865?,Abraham Lincoln,PASS,halueval, Abraham Lincoln,"[{'content': 'John Harrison Surratt, Jr. (April 13, 1844 â€“ April 21, 1916) was accused of plotting with John Wilkes Booth to kidnap US President Abraham Lincoln and suspected of involvement in the Abraham Lincoln assassination.Abraham Lincoln ( ; February 12, 1809 â€“ April 15, 1865) was an American politician and lawyer who served as the 16th President of the United States from March 1861 until his assassination in April 1865.', 'score': 3.802734375, 'rank': 1, 'document_id': 'd4ed457e-4f82-4a36-bd3a-c5589a91ef85', 'passage_id': 0}]"
12977,halueval-9077,"Frederick Bean ""Tex"" Avery (February 26, 1908 â€“ August 26, 1980) was an American animator and animation director, known for producing animated cartoons during the golden age of American animation.John G. Blystone (December 2, 1892 â€“ August 6, 1938) was an American film director.",Which film director was born in 1908 - Tex Avery or John G. Blystone?,"Frederick Bean ""Tex"" Avery",PASS,halueval, Tex Avery was born in 1908.,"[{'content': 'Frederick Bean ""Tex"" Avery (February 26, 1908 â€“ August 26, 1980) was an American animator and animation director, known for producing animated cartoons during the golden age of American animation.John G. Blystone (December 2, 1892 â€“ August 6, 1938) was an American film director.', 'score': 8.3671875, 'rank': 1, 'document_id': 'f23ad5c9-df33-4102-b407-3d35567f8be6', 'passage_id': 0}]"
12979,halueval-9079," Iran is bordered to the northwest by Armenia, the ""de facto"" independent Republic of Artsakh, the Republic of Azerbaijan, and the Azerbaijani exclave of Nakhchivan; to the north by the Caspian Sea; to the northeast by Turkmenistan; to the east by Afghanistan and Pakistan; to the south by the Persian Gulf and the Gulf of Oman; and to the west by Turkey and Iraq.Turkmenistan ( or ; Turkmen: TÃ¼rkmenistan/Ð¢Ò¯Ñ€ÐºÐ¼ÐµÐ½Ð¸ÑÑ‚Ð°Ð½/ØªÙˆØ±ÙƒÙ…Ù†Ø³ØªØ§Ù† , ), formerly known as Turkmenia, is a country in Central Asia, bordered by Kazakhstan to the northwest, Uzbekistan to the north and east, Afghanistan to the southeast, Iran to the south and southwest, and the Caspian Sea to the west.",Who is the northwestern  neighbor of the country that boarders Iran on the northeast?,Kazakhstan,PASS,halueval, Kazakhstan,"[{'content': 'Iran is bordered to the northwest by Armenia, the ""de facto"" independent Republic of Artsakh, the Republic of Azerbaijan, and the Azerbaijani exclave of Nakhchivan; to the north by the Caspian Sea; to the northeast by Turkmenistan; to the east by Afghanistan and Pakistan; to the south by the Persian Gulf and the Gulf of Oman; and to the west by Turkey and Iraq.Turkmenistan ( or ; Turkmen: TÃ¼rkmenistan/Ð¢Ò¯Ñ€ÐºÐ¼ÐµÐ½Ð¸Ñ\x81Ñ‚Ð°Ð½/ØªÙˆØ±ÙƒÙ…Ù†Ø³ØªØ§Ù† , ), formerly known as Turkmenia, is a country in Central Asia, bordered by Kazakhstan to the northwest, Uzbekistan to the north and east, Afghanistan to the southeast, Iran to the south and southwest, and the Caspian Sea to the west.', 'score': 7.1796875, 'rank': 1, 'document_id': '9a148c1f-0dbd-414c-95aa-1a3a1e80ee07', 'passage_id': 0}]"
12980,halueval-9080,"Wall Street Tower is a mixed-use building under development in the Financial District of Manhattan.55 Hudson Yards (also known as One Hudson Yards or One Hudson Boulevard) is a future tower just outside the Hudson Yards Redevelopment Project. Located in Chelsea, Manhattan, it will add a combined 4000000 sqft of space to the Hudson Yards project, along with 50 Hudson Yards, even though the two buildings will be located outside of the redevelopment site itself.","Of the Wall Street Tower and 55 Hudson Yards, which one will add 4,000,000 sq ft of space?",55 Hudson Yards,PASS,halueval,"55 Hudson Yards (also known as One Hudson Yards or One Hudson Boulevard) will add 4,000,000 sq ft of space.","[{'content': 'Wall Street Tower is a mixed-use building under development in the Financial District of Manhattan.55 Hudson Yards (also known as One Hudson Yards or One Hudson Boulevard) is a future tower just outside the Hudson Yards Redevelopment Project. Located in Chelsea, Manhattan, it will add a combined 4000000 sqft of space to the Hudson Yards project, along with 50 Hudson Yards, even though the two buildings will be located outside of the redevelopment site itself.', 'score': 3.830078125, 'rank': 1, 'document_id': '42c9d7e3-40ba-4fc9-95b5-7185eaab9c89', 'passage_id': 0}]"
